PROD_KEY,DURABLE_PROD_KEY,PRODUCT_CODE,PRODUCT_FAMILY,SUB_ACCT,PROD_TECHNICAL_NAME,COMMERCIAL_OFFER_NAME,OFFER_GROUP_NAME,PRODUCT_TYPE,PRODUCT_SUB_TYPE,BUNDLE_VALIDITY,ADDON_TYPE,TP_SHARE,PRINCIPLE_AGENT,DIGITAL_PRICE,PORTFOLIO,FILE_NAME,source
98,98,98,CBS_PRODUCT,0,6TO6 INTERNET OFFER_MTA,DAILY OFFPEAK - NWD - MTA,DAILY OFF-PEAK,GPRS,GPRS_0,DISCOUNTED,1,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5739,5739,5739,CBS_PRODUCT,0,EC 600 WHITELISTED OFFER- USSD,EC 600 WHITELISTED OFFER- USSD,EASY CARD 600,HYBRID,PURE HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7319,7319,7319,CBS_PRODUCT,0,WEEKLY EXTREME OFFER - MTAF,WEEKLY EXTREME OFFER - MTAF,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,7,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7461,7461,7461,CBS_PRODUCT,0,1000MBS MTA VOUCHER - RS30,1000MBS MTA VOUCHER - RS30,1000MBS MTA VOUCHER - RS30,GPRS,GPRS_0,DISCOUNTED,3,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1700,1700,1700,CBS_PRODUCT,0,M2M 5GB,M2M 5GB,M2M 5GB,HYBRID,HYBRID,HEADY DATA HYBRID,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
3089,3089,3089,CBS_PRODUCT,0,DUMMY OFFER FOR DEMOLINE PRODUCT,DUMMY OFFER FOR DEMOLINE PRODUCT,DEMOLINE PRODUCT,HYBRID,HEAVY VOICE HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8054,8054,8054,CBS_PRODUCT,0,MONTHLY EXTREME PLUS - NWD - RM,MONTHLY EXTREME PLUS - NWD - RM,MONTHLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8227,8227,8227,CBS_PRODUCT,0,WEEKLY EXTREME OFFER - SH - USSD - NEW,WEEKLY EXTREME OFFER - SH - USSD - NEW,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,7,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8232,8232,8232,CBS_PRODUCT,0,SAUDIA ROAMING PREPAID - ADC,HAJJ BUNDLE PREPAID ADC,HAJJ SAUDIA BUNDLE PREPAID,HYBRID,IR,NOT APPLICABLE,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
271,271,271,CBS_PRODUCT,0,WEEKLY ALL IN ONE PLUS_RM,WEEKLY EASY CARD MEGA - NWD - RM,WEEKLY EASY CARD MEGA,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,7,1\R\N,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1157,1157,1157,CBS_PRODUCT,0,SLO REVIVOR RENT - NWD,SLO_VOICE_REVIVOR_RENT,SIM LAGAO OFFER,HYBRID,PURE HYBRID,FREE,60,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
914,914,914,CBS_PRODUCT,0,EC 150 GB,EC 150 USSD GB,EASY CARD 150,HYBRID,PURE HYBRID,DISCOUNTED,7,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6923,6923,6923,CBS_PRODUCT,0,SOCIAL ALL IN ONE-USSD STRONGHOLD,SOCIAL ALL IN ONE - USSD STRONGHOLD,SOCIAL ALL IN ONE,HYBRID,PURE HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7425,7425,7425,CBS_PRODUCT,0,GOOGLE BUNDLE500,GOOGLE BUNDLE500,GOOGLE BUNDLE,CURRENCY,CURRENCY,"",NA,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8510,8510,8510,CBS_PRODUCT,0,EASY CARD 750 AJK USSD,EASY CARD 750 AJK USSD,EASY CARD 750,HYBRID,PURE HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
221,221,221,CBS_PRODUCT,0,MONTHLY ULTRA - URBAN - RM,MONTHLY ULTRA - URBAN - RM,MONTHLY ULTRA,GPRS,GPRS,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7195,7195,7195,CBS_PRODUCT,0,FAMILY PLAN - 1000,PREPAID FAMILY PLAN 1000 - USSD - NWD,PREPAID FAMILY PLAN - 1000,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,30,0.97,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
2407,2407,2407,CBS_PRODUCT,0,IDD 30 FREE ONNET,IDD 30 FREE ONNET,IDD FREEBIE,CALL,CALL,BUNDLE,1,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5844,5844,5844,CBS_PRODUCT,0,EASYCARD 450 USSD RWP,EASYCARD 450 USSD RWD,EASY CARD 450,HYBRID,HEAVY VOICE HYBRID,DISCOUNTED,1,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8221,8221,8221,CBS_PRODUCT,0,MONTHLY EASY CARD - MTA LOAD,MONTHLY EASY CARD - MTA LOAD,MONTHLY EASY CARD,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7239,7239,7239,CBS_PRODUCT,0,CREDIT LIMIT INCREASE BUNDLE,CREDIT LIMIT INCREASE BUNDLE,CREDIT LIMIT INCREASE BUNDLE,HYBRID,PURE HYBRID,DISCOUNTED,1,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1131,1131,1131,CBS_PRODUCT,0,FFCO NWD TW,FIRST FREE CALL NATIONAL,FIRST FREE CALL OFFER,CALL,CALL,FREE,7,1\R\N,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
227,227,227,CBS_PRODUCT,0,MONTHLY ULTRA PLUS MW,MONTHLY ULTRA PLUS - NWD - MW,MONTHLY ULTRA PLUS,GPRS,GPRS,DISCOUNTED,30,1\R\N,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1134,1134,1134,CBS_PRODUCT,0,FFCO TW,FIRST FREE CALL TIME WINDOW 2,FIRST FREE CALL OFFER,CALL,CALL,FREE,7,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
2680,2680,2680,CBS_PRODUCT,0,WHATSAPP DISCOUNT FCA,WHATSAPP 1ST FREE OFFER DUMMY -FCA - USSD,WHATSAPP DUMMY OFFER,GPRS,GPRS,FREE,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7128,7128,7128,CBS_PRODUCT,0,WEEKLY VOICE LITE,WEEKLY VOICE LITE - USSD NWD,WEEKLY VOICE LITE,CALL,CALL,DISCOUNTED,7,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
230,230,230,CBS_PRODUCT,0,TIKTOK BUNDLE(MW VARIANT),TIKTOK BUNDLE(MW VARIANT),TIKTOK BUNDLE,GPRS,GPRS,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1011,1011,1011,CBS_PRODUCT,0,EASY CARD 600 AJK AND GB - USSD,EC 600 USSD AJK/GB,EASY CARD 600,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6912,6912,6912,CBS_PRODUCT,0,TEST098,MAGRI_GSM_HYBRID_BUNDLE_NATIONWIDE_OFFER_GSM,MAGRI GSM HYBRID NATIONWIDE,HYBRID,HEAVY VOICE HYBRID,DISCOUNTED,7,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
2424,2424,2424,CBS_PRODUCT,0,ADD-ON MINI,ADD-ON MINI,ADD-ON MINI,GPRS,GPRS,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
727,727,727,CBS_PRODUCT,0,CLM- LOW PRICE BUNDLE,CLM-DISCOUNTED LOW PRICE OFFER,CLM WHITELISTED OFFERS,CALL,CALL_0,DISCOUNTED,1,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1132,1132,1132,CBS_PRODUCT,0,FFCO NWD 12-12,FIRST FREE CALL NATIONAL 2,FIRST FREE CALL OFFER,CALL,CALL,FREE,7,1\R\N,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5526,5526,5526,CBS_PRODUCT,0,3 DAY PLUS RM,3 DAY PLUS ON RM,3DAY PLUS,HYBRID,HEAVY VOICE HYBRID,DISCOUNTED,3,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7077,7077,7077,CBS_PRODUCT,0,1 PAISA OFFER,1 PAISA OFFER - WHITELISTED,1 PAISA OFFER,CALL,CALL,FREE,7,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8228,8228,8228,CBS_PRODUCT,0,MONTHLY EASY CARD - USSD,MONTHLY EASY CARD - USSD,MONTHLY EASY CARD,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
194,194,194,CBS_PRODUCT,0,EC 600 NOTIFICATION ISB/PINDI,PREPAID EASYLOAD 800,EASY CARD 850,HYBRID,HEAVY DATA HYBRID,DISCOUNTED,1,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
2463,2463,2463,CBS_PRODUCT,0,CLM 100 MINS + 100 MB HYBRID,CLM 100 MINS + 100 MB HYBRID_4DAY,CLM HYBRID POSTING,HYBRID,PURE HYBRID,FREE,4,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6910,6910,6910,CBS_PRODUCT,0,SOCIAL ALL IN ONE NWD,SOCIAL ALL IN ONE - USSD NWD,SOCIAL ALL IN ONE,HYBRID,PURE HYBRID,DISCOUNTED,30,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
